Y,X,id,typeKnoop
487112.160000002,126123.640000001,"14076725",Uitlaat vuilwater nooduitlaat
485093.100000003,118612.0,"14076755",Uitlaat gemengde overstort
489045.880000001,124515.41,"14076973",Uitlaat vuilwater nooduitlaat
486597.899999998,113951.899999998,"14077053",Uitlaat vuilwater nooduitlaat
484627.830000001,121774.719999999,"14077133",Uitlaat gemengde overstort
488193.679999999,119678.379999999,"14077164",(externe) Overstortput
487656.740000002,121602.350000001,"14077280",Overstort met signalering
484581.3576,121143.776500002,"14077545",Interne Overstortput
487503.874600004,120817.8706,"14077660",Uitlaat gemengde overstort
485304.0,113738.899999999,"14077784",Uitlaat vuilwater nooduitlaat
489352.010000004,122096.600000002,"14077824",Interne Overstortput
483933.600000005,115866.899999999,"14078017",Uitlaat vuilwater nooduitlaat
480345.758100002,126541.942600001,"14078029",Uitlaat vuilwater nooduitlaat
489465.890000003,121812.469999999,"14078128",Uitlaat vuilwater nooduitlaat
488582.47,124849.109999999,"14078254",Uitlaat gemengde overstort
487497.320000001,121074.260000002,"14078363",Uitlaat gemengde overstort
487732.999999999,112894.399999998,"14078462",Uitlaat vuilwater nooduitlaat
487940.070000002,128120.57,"14078504",Uitlaat vuilwater nooduitlaat
483903.200000001,115693.800000001,"14078638",Uitlaat vuilwater nooduitlaat
487355.000000001,120936.149999999,"14078677",Uitlaat gemengde overstort
488945.230000001,120770.52,"14078842",(externe) Overstortput
492223.840000003,121945.469999999,"14079023",Uitlaat vuilwater nooduitlaat
487424.800000003,120137.600000002,"14079068",Uitlaat gemengde overstort
485763.270000002,121942.73,"14079082",(externe) Overstortput
491772.5,121446.699999999,"14079434",Uitlaat gemengde overstort
488261.97,126406.719999999,"14079528",Uitlaat vuilwater nooduitlaat
488774.32,125813.010000002,"14079559",Uitlaat vuilwater nooduitlaat
479459.3342,131519.914900001,"14079962",Uitlaat gemengde overstort
484892.280000004,119506.350000002,"14079995",Uitlaat gemengde overstort
488618.250000003,126078.48,"14080220",Uitlaat vuilwater nooduitlaat
490758.070000002,112374.940000001,"14080332",Uitlaat vuilwater nooduitlaat
488311.070000001,126500.050000001,"14080446",Uitlaat vuilwater nooduitlaat
483135.239999999,118560.940000001,"14080542",Uitlaat vuilwater nooduitlaat
486733.000000001,123501.800000001,"14080617",Uitlaat gemengde overstort
483998.967199998,121595.564599998,"14080765",Interne Overstortput
484494.250000002,129232.190000001,"14081180",(externe) Overstortput
483128.629999998,118469.239999998,"14081319",Uitlaat vuilwater nooduitlaat
485794.666400001,119407.478,"14081409",(externe) Overstortput
480707.0114,130887.747699998,"14081428",(externe) Overstortput
487845.02,121332.960000001,"14081543",Uitlaat gemengde overstort
488631.530000002,114329.07,"14081766",Uitlaat vuilwater nooduitlaat
484015.970000001,121592.969999999,"14081794",Interne Overstortput
486536.04,119167.170000002,"14081925",Uitlaat gemengde overstort
487503.520000003,120820.41,"14081983",(externe) Overstortput
480303.220499998,131369.706700001,"14082102",(externe) Overstortput
490677.28,129870.73,"14082169",Uitlaat vuilwater nooduitlaat
487505.710000004,120790.5,"14082468",(externe) Overstortput
487868.220000001,120843.760000002,"14082905",Uitlaat gemengde overstort
488597.690000002,126110.050000001,"14083168",Uitlaat vuilwater nooduitlaat
489908.780000004,128373.120000001,"14083200",Uitlaat vuilwater nooduitlaat
487750.899999999,120269.0,"14083440",(externe) Overstortput
488309.7,112265.899999999,"14083799",Uitlaat vuilwater nooduitlaat
487729.399999996,119735.399999999,"14084007",(externe) Overstortput
487132.440000004,121571.07,"14084123",(externe) Overstortput
479272.359999998,131612.989999998,"14084356",(externe) Overstortput
487731.500000002,119801.399999999,"14084410",Uitlaat gemengde overstort
485791.4976,119403.202599999,"14084659",(externe) Overstortput
491043.960000002,114844.620000001,"14084880",Uitlaat vuilwater nooduitlaat
491028.100000002,124457.100000002,"14084988",(externe) Overstortput
484790.699999998,113397.699999999,"14085006",Uitlaat vuilwater nooduitlaat
485037.300000001,113582.300000001,"14085012",Uitlaat vuilwater nooduitlaat
486908.879999999,120903.989999998,"14085027",(externe) Overstortput
488007.710000002,128239.219999999,"14085842",Uitlaat vuilwater nooduitlaat
484843.474700002,122914.041299999,"14085855",(externe) Overstortput
487591.340000001,121828.73,"14085902",(externe) Overstortput
488146.329999999,121503.710000001,"14085923",(externe) Overstortput
492597.146000004,121968.653999999,"14086588",(externe) Overstortput
488542.840000001,126048.91,"14086986",Uitlaat vuilwater nooduitlaat
488262.640000001,126422.760000002,"14087338",Uitlaat vuilwater nooduitlaat
487591.81,121827.98,"14087768",Uitlaat gemengde overstort
485129.800000003,113643.5,"14087952",Uitlaat vuilwater nooduitlaat
485962.241200002,120833.349199999,"14087988",(externe) Overstortput
483935.500000001,123680.0,"14088031",(externe) Overstortput
490457.09,111686.73,"14088287",Uitlaat vuilwater nooduitlaat
487245.300000004,113371.699999999,"14088460",Uitlaat vuilwater nooduitlaat
488032.030000001,119334.949999999,"14089077",Uitlaat gemengde overstort
491786.13,126738.690000001,"14089250",Uitlaat vuilwater nooduitlaat
488822.49,125708.09,"14089376",Uitlaat vuilwater nooduitlaat
486404.260000003,121091.129999999,"14089444",(externe) Overstortput
490821.719999999,111653.129999999,"14089572",Uitlaat vuilwater nooduitlaat
483877.4,115318.300000001,"14089675",Uitlaat vuilwater nooduitlaat
488936.640000003,121125.219999999,"14089994",Uitlaat gemengde overstort
486081.289999998,122087.550000001,"14090048",Overstort met signalering
488997.620000003,116855.68,"14090120",Uitlaat vuilwater nooduitlaat
487093.600000004,119638.899999999,"14090280",Uitlaat gemengde overstort
489277.809999997,128379.170000002,"14090294",Uitlaat vuilwater nooduitlaat
486661.449499999,120776.263300002,"14090811",Uitlaat gemengde overstort
488573.789999998,126224.030000001,"14091014",Uitlaat vuilwater nooduitlaat
486817.500000001,113504.0,"14091050",Uitlaat vuilwater nooduitlaat
491656.199999999,130830.300000001,"14091484",Uitlaat vuilwater nooduitlaat
486539.181200002,120053.3105,"14091516",(externe) Overstortput
479519.000000002,129950.399999998,"14091773",Uitlaat gemengde overstort
487985.500000001,121718.850000001,"14091844",(externe) Overstortput
488101.56,128480.010000002,"14091862",Uitlaat vuilwater nooduitlaat
487231.100000004,113416.899999999,"14091950",Uitlaat vuilwater nooduitlaat
483894.600000004,115616.100000002,"14091958",Uitlaat vuilwater nooduitlaat
491854.489999998,121824.0,"14092008",(externe) Overstortput
486693.2,119806.899999999,"14092283",Uitlaat gemengde overstort
488671.300000002,122425.93,"14092479",Uitlaat gemengde overstort
485885.600000002,114998.0,"14092760",Uitlaat vuilwater nooduitlaat
490579.31,124212.829999998,"14092901",(externe) Overstortput
485957.09,126328.530000001,"14092911",Uitlaat vuilwater nooduitlaat
484665.289999999,115103.75,"14093081",Uitlaat vuilwater nooduitlaat
491206.310000002,126391.739999998,"14093160",Uitlaat vuilwater nooduitlaat
484634.309999997,121935.739999998,"14093429",Uitlaat gemengde overstort
491136.999999999,126228.879999999,"14093678",Uitlaat vuilwater nooduitlaat
486614.06,122223.91,"14093684",(externe) Overstortput
486691.28,121641.940000001,"14093794",(externe) Overstortput
485658.660000001,124411.530000001,"14093914",Uitlaat gemengde overstort
487300.910000001,122279.780000001,"14094192",(externe) Overstortput
488126.540000001,121023.469999999,"14094305",(externe) Overstortput
487818.050000003,120998.739999998,"14094502",(externe) Overstortput
488549.120000002,126180.109999999,"14094573",Uitlaat vuilwater nooduitlaat
483874.8,115881.100000001,"14094576",Uitlaat vuilwater nooduitlaat
489863.1,121627.100000001,"14094593",(externe) Overstortput
483911.999999999,114652.0,"14094678",Uitlaat vuilwater nooduitlaat
488232.000000002,112320.5,"14094710",Uitlaat vuilwater nooduitlaat
487320.100000003,113265.600000002,"14094712",Uitlaat vuilwater nooduitlaat
479772.260000003,131717.77,"14094736",(externe) Overstortput
483738.909999999,121982.129999999,"14095377",Interne Overstortput
484691.870000002,122037.859999999,"14095588",(externe) Overstortput
486952.400000002,113701.399999999,"14095720",Uitlaat vuilwater nooduitlaat
483877.3,115233.899999999,"14096007",Uitlaat vuilwater nooduitlaat
487971.489999999,121256.260000002,"14096168",(externe) Overstortput
488656.58,126020.510000002,"14096215",Uitlaat vuilwater nooduitlaat
488645.84,126196.449999999,"14096296",Uitlaat vuilwater nooduitlaat
485109.989999999,120898.52,"14096544",Uitlaat gemengde overstort
486991.000000002,113539.0,"14096667",Uitlaat vuilwater nooduitlaat
489455.593100003,120110.103399999,"14096713",Interne Overstortput
485358.719999996,122099.699999999,"14097067",Interne Overstortput
487309.5,120673.25,"14097222",(externe) Overstortput
483907.800000001,115199.5,"14097325",Uitlaat vuilwater nooduitlaat
487898.856900001,120408.066500001,"14097422",Uitlaat gemengde overstort
483848.2,114857.0,"14097719",Uitlaat vuilwater nooduitlaat
486480.399999999,114078.199999999,"14097988",Uitlaat vuilwater nooduitlaat
486466.399999998,119895.0,"14098043",Uitlaat gemengde overstort
484672.778900001,129557.050500002,"14098285",(externe) Overstortput
485718.436000003,124552.166499998,"14098290",Interne Overstortput
488439.590000001,126286.379999999,"14099137",Uitlaat vuilwater nooduitlaat
483855.000000001,115326.600000001,"14099245",Uitlaat vuilwater nooduitlaat
487395.380000001,113160.030000001,"14099387",Uitlaat vuilwater nooduitlaat
484632.600000003,114360.5,"14099507",Uitlaat vuilwater nooduitlaat
487145.500000001,119901.600000001,"14099514",Uitlaat gemengde overstort
491516.279999999,118648.649999998,"14099528",Interne Overstortput
480748.422899999,130870.6285,"14100179",(externe) Overstortput
489365.660000001,124218.899999999,"14100254",Uitlaat vuilwater nooduitlaat
489540.52,124151.239999998,"14100287",(externe) Overstortput
492814.340000003,112128.960000001,"14100371",Uitlaat vuilwater nooduitlaat
488668.380000002,123916.829999998,"14100492",(externe) Overstortput
492144.620000002,121583.780000001,"14100495",Uitlaat vuilwater nooduitlaat
484632.14,121773.699999999,"14100526",(externe) Overstortput
485152.210000003,122335.3057,"14100611",(externe) Overstortput
488041.530000005,121327.309999999,"14100636",(externe) Overstortput
484089.059999998,122679.440000001,"14100757",Overstort met signalering
487240.000000002,122304.670000002,"14100787",(externe) Overstortput
485914.670000004,121561.0,"14100876",(externe) Overstortput
486196.000000001,125905.120000001,"14101379",Uitlaat vuilwater nooduitlaat
485539.47,122141.920000002,"14101382",(externe) Overstortput
483940.999999998,116265.600000001,"14101589",Uitlaat vuilwater nooduitlaat
492360.630000002,122037.309999999,"14101713",(externe) Overstortput
489292.440000001,128321.75,"14101839",Uitlaat vuilwater nooduitlaat
492837.399999997,120392.5,"14101856",Uitlaat vuilwater nooduitlaat
487013.8,123384.600000002,"14101966",(externe) Overstortput
488476.890000002,126258.93,"14101979",Uitlaat vuilwater nooduitlaat
485595.72,122248.739999998,"14102506",(externe) Overstortput
480510.961300002,131861.440900002,"14102612",(externe) Overstortput
483884.100000003,115111.0,"14102646",Uitlaat vuilwater nooduitlaat
484672.969999999,129556.949999999,"14102715",(externe) Overstortput
490998.810000001,111071.190000001,"14102744",Uitlaat vuilwater nooduitlaat
480696.690000002,128099.23,"14103078",Uitlaat vuilwater nooduitlaat
485596.570000001,126621.84,"14103161",Uitlaat vuilwater nooduitlaat
489767.349100003,122565.143300001,"14103207",(externe) Overstortput
492352.88,122307.530000001,"14103275",(externe) Overstortput
490580.140000004,123387.399999999,"14103855",Uitlaat vuilwater nooduitlaat
484627.600000002,114377.699999999,"14104019",Uitlaat vuilwater nooduitlaat
485896.180000001,126566.300000001,"14104070",Uitlaat vuilwater nooduitlaat
486001.379999998,120845.350000001,"14104141",Uitlaat gemengde overstort
490929.97,115550.859999999,"14104608",Uitlaat vuilwater nooduitlaat
486776.999999999,119994.600000001,"14104892",Uitlaat gemengde overstort
487980.680000002,121427.02,"14104906",(externe) Overstortput
478907.200000001,124821.300000001,"14104975",Uitlaat vuilwater nooduitlaat
484937.339999999,115956.07,"14105015",Uitlaat vuilwater nooduitlaat
486659.070000002,120777.210000001,"14105186",(externe) Overstortput
485911.0,122287.210000001,"14105845",(externe) Overstortput
486688.770000003,121307.989999998,"14106056",(externe) Overstortput
488887.340000003,122340.670000002,"14106274",(externe) Overstortput
489956.280000004,128853.34,"14106460",Uitlaat vuilwater nooduitlaat
489266.219999999,124636.41,"14106574",Uitlaat vuilwater nooduitlaat
489391.83,124523.960000001,"14106621",Overstort met signalering
485214.300000002,123502.600000002,"14106790",Overstort met signalering
490462.360000002,123623.239999998,"14107105",Uitlaat vuilwater nooduitlaat
485447.13,123819.68,"14107126",Uitlaat gemengde overstort
487805.760000004,120834.739999998,"14107209",Uitlaat gemengde overstort
472814.84,118726.359999999,"14107259",(externe) Overstortput
483177.289999999,118347.66,"14107457",Uitlaat vuilwater nooduitlaat
487197.640000003,122271.870000001,"14107607",(externe) Overstortput
485871.040000001,112748.890000001,"14108254",Uitlaat vuilwater nooduitlaat
486070.210000001,121958.140000001,"14108568",(externe) Overstortput
487621.0,112952.800000001,"14108590",Uitlaat vuilwater nooduitlaat
485717.681400002,124594.2086,"14108789",Uitlaat gemengde overstort
479677.750000002,129399.079999998,"14108858",Uitlaat vuilwater nooduitlaat
486756.976700002,119288.120700002,"14108904",Uitlaat gemengde overstort
481352.9,118428.600000002,"14109019",Uitlaat vuilwater nooduitlaat
489708.809999999,123743.359999999,"14109140",Uitlaat gemengde overstort
483904.600000004,115244.699999999,"14109154",Uitlaat vuilwater nooduitlaat
487127.0,113491.199999999,"14109377",Uitlaat vuilwater nooduitlaat
486255.899999998,122199.370000001,"14109512",(externe) Overstortput
487669.329999999,121982.23,"14109873",Uitlaat gemengde overstort
484924.100000006,113506.600000002,"14109982",Uitlaat vuilwater nooduitlaat
486353.980000003,122533.52,"14109983",(externe) Overstortput
487508.600000005,113124.0,"14110149",Uitlaat vuilwater nooduitlaat
487415.210000002,120652.100000001,"14110189",(externe) Overstortput
488019.390000004,128318.77,"14110388",Uitlaat vuilwater nooduitlaat
491489.120000003,126175.27,"14110417",Uitlaat vuilwater nooduitlaat
484523.190000001,118848.920000002,"14110615",Uitlaat gemengde overstort
485802.954500001,119428.6351,"14110902",Interne Overstortput
487544.600000002,112464.699999999,"14111318",Uitlaat vuilwater nooduitlaat
489549.15,124152.52,"14111352",Uitlaat gemengde overstort
485337.299999999,113762.0,"14111411",Uitlaat vuilwater nooduitlaat
485352.630000002,119561.170000002,"14111540",Uitlaat gemengde overstort
485566.048000001,120908.622000001,"14111679",(externe) Overstortput
486503.590000001,121165.27,"14111800",(externe) Overstortput
486917.910000002,121336.649999999,"14112061",Uitlaat gemengde overstort
483981.800000001,116025.199999999,"14112305",Uitlaat vuilwater nooduitlaat
483975.880000001,118501.550000001,"14112382",Uitlaat vuilwater nooduitlaat
479395.460000003,131181.02,"14112610",(externe) Overstortput
488871.760000003,120963.170000002,"14112820",Overstort met signalering
482478.500000003,127249.559999999,"14112979",Uitlaat vuilwater nooduitlaat
486066.719999999,121959.300000001,"14112987",Uitlaat gemengde overstort
487664.300000001,120331.300000001,"14113194",(externe) Overstortput
486349.689999999,121730.989999998,"14113602",Uitlaat gemengde overstort
484654.780000001,129523.210000001,"14113723",Uitlaat vuilwater nooduitlaat
485805.000000001,119501.0,"14113890",Uitlaat gemengde overstort
491566.880000001,120904.350000002,"14114160",Overstort met signalering
489104.000000003,118657.190000001,"14114225",Uitlaat vuilwater nooduitlaat
484489.100000002,114264.699999999,"14114238",Uitlaat vuilwater nooduitlaat
485053.355300002,124313.828699999,"14114266",(externe) Overstortput
487757.739999998,127743.27,"14114365",Uitlaat vuilwater nooduitlaat
492225.899999999,121806.699999999,"14114577",Overstort met signalering
487751.23,120265.969999999,"14114705",Uitlaat gemengde overstort
487972.380000002,128192.859999999,"14114890",Uitlaat vuilwater nooduitlaat
489331.52,124389.530000001,"14115002",Uitlaat vuilwater nooduitlaat
488645.63,128839.18,"14115182",Uitlaat vuilwater nooduitlaat
484802.89,120896.890000001,"14115545",Overstort met signalering
486606.4,125400.199999999,"14115573",Uitlaat vuilwater nooduitlaat
487011.9,113564.399999999,"14115958",Uitlaat vuilwater nooduitlaat
486718.999999999,124855.199999999,"14116123",(externe) Overstortput
489660.930000001,124426.870000001,"14116201",Uitlaat gemengde overstort
486713.300000001,124855.300000001,"14116223",Uitlaat gemengde overstort
485646.600000004,125524.600000001,"14116331",Uitlaat vuilwater nooduitlaat
482829.88,118630.420000002,"14116545",Uitlaat vuilwater nooduitlaat
488767.721900002,120599.461399999,"14116616",Uitlaat gemengde overstort
488528.859999998,126198.870000001,"14116716",Uitlaat vuilwater nooduitlaat
491713.81,112660.07,"14116745",Uitlaat vuilwater nooduitlaat
486594.720000001,124977.899999998,"14117207",(externe) Overstortput
492118.500000003,121865.98,"14117636",Uitlaat vuilwater nooduitlaat
484017.800000003,114758.100000002,"14117956",Uitlaat vuilwater nooduitlaat
485540.510000004,122145.699999999,"14118038",Uitlaat gemengde overstort
486696.060000001,120610.879999999,"14118076",Uitlaat gemengde overstort
487476.300000003,112406.0,"14118344",Uitlaat vuilwater nooduitlaat
492332.160000004,122087.199999999,"14118486",(externe) Overstortput
491517.960000002,126040.32,"14118752",Uitlaat vuilwater nooduitlaat
485394.054400003,122083.563099999,"14118806",(externe) Overstortput
487520.890000002,120662.25,"14118854",Uitlaat gemengde overstort
487121.5,120099.100000001,"14118946",Uitlaat gemengde overstort
488110.700000003,120411.258400001,"14119206",(externe) Overstortput
487569.880000002,121026.16,"14119322",Uitlaat gemengde overstort
482850.420000003,118542.530000001,"14119339",Uitlaat vuilwater nooduitlaat
486793.399999999,114631.0,"14119361",Uitlaat vuilwater nooduitlaat
487730.149999999,121254.0,"14119409",Uitlaat gemengde overstort
486692.000000002,119804.100000001,"14119584",(externe) Overstortput
492206.579999998,121558.140000001,"14119815",Uitlaat vuilwater nooduitlaat
488466.700000002,125976.0,"14119961",Uitlaat gemengde overstort
484524.700000002,124632.300000001,"14120189",Uitlaat vuilwater nooduitlaat
484602.000000003,128976.629999999,"14120338",(externe) Overstortput
484587.000000002,114329.600000002,"14120588",Uitlaat vuilwater nooduitlaat
486352.921900002,117378.125599999,"14120610",Interne Overstortput
484899.690600002,123070.4564,"14120767",Uitlaat gemengde overstort
486117.079999998,112928.170000002,"14120794",Uitlaat vuilwater nooduitlaat
487971.379999999,120901.309999999,"14120825",Uitlaat gemengde overstort
486328.510000004,119490.550000001,"14120955",Uitlaat gemengde overstort
488488.670000004,120737.010000002,"14121001",(externe) Overstortput
485386.34,114254.34,"14121015",Uitlaat vuilwater nooduitlaat
484529.290000002,119001.710000001,"14121044",Uitlaat gemengde overstort
486277.062500001,119364.330400001,"14121215",(externe) Overstortput
486698.800000004,120843.129999999,"14121305",(externe) Overstortput
487972.690000003,121254.16,"14121325",Uitlaat gemengde overstort
492106.000000001,121193.300000001,"14121338",Uitlaat vuilwater nooduitlaat
483901.100000003,114705.800000001,"14121347",Uitlaat vuilwater nooduitlaat
487382.31,122056.48,"14121488",(externe) Overstortput
491732.481000001,121914.836599998,"14121578",(externe) Overstortput
484772.600000002,114474.5,"14121743",Uitlaat vuilwater nooduitlaat
483080.940000001,122262.079999998,"14122138",Uitlaat vuilwater nooduitlaat
487804.070000001,120837.719999999,"14122143",(externe) Overstortput
479462.950000001,131547.106699999,"14122184",Interne Overstortput
486750.98,120611.52,"14122411",(externe) Overstortput
485920.690000003,120133.550000001,"14122665",Uitlaat gemengde overstort
482890.59,121947.980000001,"14122885",Uitlaat vuilwater nooduitlaat
488486.660000002,120735.149999999,"14122934",Uitlaat gemengde overstort
486361.1,123102.539999999,"14123000",(externe) Overstortput
486501.280000002,121295.59,"14123008",(externe) Overstortput
480710.84,129982.27,"14123036",Uitlaat gemengde overstort
489204.519999999,120839.84,"14123091",Uitlaat gemengde overstort
491964.64,122615.379999999,"14123109",Uitlaat vuilwater nooduitlaat
486542.379999997,120053.350000001,"14123186",Uitlaat gemengde overstort
488746.4,119887.960000001,"14123472",(externe) Overstortput
484766.930000003,118542.859999999,"14123660",Uitlaat gemengde overstort
481173.100000002,118349.399999998,"14123750",Uitlaat vuilwater nooduitlaat
484908.000000001,119455.600000002,"14123812",(externe) Overstortput
492330.59,116854.129999999,"14123839",Uitlaat vuilwater nooduitlaat
488244.229500001,120227.068100002,"14123841",(externe) Overstortput
486882.500000001,119728.199999999,"14124133",Uitlaat gemengde overstort
482857.360000001,118462.309999999,"14124480",Uitlaat vuilwater nooduitlaat
488798.450000001,125775.18,"14124811",Uitlaat vuilwater nooduitlaat
487343.31,115416.27,"14124826",Uitlaat vuilwater nooduitlaat
484471.300000003,114254.0,"14124828",Uitlaat vuilwater nooduitlaat
483842.2,115093.699999999,"14125048",Uitlaat vuilwater nooduitlaat
485276.200000002,113790.100000001,"14125270",Uitlaat vuilwater nooduitlaat
492231.861000002,121585.879000001,"14125397",(externe) Overstortput
485030.610000001,120106.920000002,"14125420",(externe) Overstortput
486555.160000003,120586.420000002,"14125785",Uitlaat gemengde overstort
487297.4,114841.199999999,"14125958",Uitlaat vuilwater nooduitlaat
483998.999999999,115598.100000002,"14125987",Uitlaat vuilwater nooduitlaat
490439.9,123084.100000001,"14126292",Uitlaat vuilwater nooduitlaat
485658.000000003,124410.52,"14126320",Uitlaat gemengde overstort
484828.7,113198.800000001,"14126358",Uitlaat vuilwater nooduitlaat
487524.900000002,112447.800000001,"14126439",Uitlaat vuilwater nooduitlaat
484390.860000001,122641.75,"14126480",Uitlaat gemengde overstort
487693.050000003,127696.719999999,"14126605",Uitlaat vuilwater nooduitlaat
483009.199999998,115573.5,"14126630",Uitlaat vuilwater nooduitlaat
485748.030000003,122201.600000001,"14126652",Uitlaat gemengde overstort
492019.07,122306.420000002,"14126775",Uitlaat vuilwater nooduitlaat
484580.380000001,120883.239999998,"14126839",Overstort met signalering
483954.800000001,116333.199999999,"14126862",Uitlaat vuilwater nooduitlaat
486173.4,121075.199999999,"14126928",(externe) Overstortput
490352.050000002,125225.870000001,"14126981",Uitlaat vuilwater nooduitlaat
488722.170000004,125881.670000002,"14127115",Uitlaat vuilwater nooduitlaat
483187.75,118243.780000001,"14127214",Uitlaat vuilwater nooduitlaat
485870.000000003,117261.199999999,"14127277",Uitlaat vuilwater nooduitlaat
486944.768700001,121286.8792,"14127366",(externe) Overstortput
484687.09,122038.73,"14127689",Uitlaat gemengde overstort
487861.54,127811.91,"14127843",Uitlaat vuilwater nooduitlaat
491371.41,115392.170000002,"14128247",Uitlaat vuilwater nooduitlaat
488583.820000001,126352.899999998,"14128276",Uitlaat vuilwater nooduitlaat
491861.879999998,126877.710000001,"14128534",Uitlaat vuilwater nooduitlaat
486475.699999999,113859.699999999,"14128816",Uitlaat vuilwater nooduitlaat
479963.648200005,129847.6822,"14128819",Uitlaat vuilwater nooduitlaat
479303.854400001,131906.167800002,"14128985",(externe) Overstortput
485246.3,113700.600000001,"14129067",Uitlaat vuilwater nooduitlaat
480734.969999998,116077.699999999,"14129149",Uitlaat vuilwater nooduitlaat
487757.4,114002.5,"14129458",Uitlaat vuilwater nooduitlaat
492211.980000002,121719.059999999,"14129506",Uitlaat vuilwater nooduitlaat
492519.547300003,122124.895100001,"14129524",(externe) Overstortput
489311.329999997,125359.140000001,"14129963",Uitlaat gemengde overstort
491394.360000001,126339.829999998,"14130173",Uitlaat vuilwater nooduitlaat
485883.000000002,113921.0,"14130262",Uitlaat vuilwater nooduitlaat
486628.000000002,113983.0,"14130502",Uitlaat vuilwater nooduitlaat
485666.638400001,124406.442299999,"14130605",(externe) Overstortput
492184.09,121874.170000002,"14130771",(externe) Overstortput
485424.870000003,112356.23,"14130772",Uitlaat vuilwater nooduitlaat
480890.565200003,130497.503400002,"14130883",(externe) Overstortput
486707.600000002,113889.199999999,"14130924",Uitlaat vuilwater nooduitlaat
484797.200000003,114469.199999999,"14130939",Uitlaat vuilwater nooduitlaat
484200.890500003,121833.432,"14130969",Interne Overstortput
484857.649999998,122459.300000001,"14130989",Uitlaat gemengde overstort
492870.330000001,122492.899999999,"14131305",Uitlaat vuilwater nooduitlaat
485112.160000001,118958.100000002,"14131330",Uitlaat gemengde overstort
487975.480000002,128206.239999998,"14131354",Uitlaat vuilwater nooduitlaat
483943.000000001,115150.100000001,"14131503",Uitlaat vuilwater nooduitlaat
488691.59,119221.190000001,"14131765",Uitlaat vuilwater nooduitlaat
486675.780000004,113340.079999998,"14131807",Uitlaat vuilwater nooduitlaat
482983.800000001,122402.0,"14132032",Uitlaat vuilwater nooduitlaat
492579.75,121707.640000001,"14132077",(externe) Overstortput
487971.199999999,112644.800000001,"14132429",Uitlaat vuilwater nooduitlaat
487845.965300002,121924.4604,"14132820",(externe) Overstortput
486294.34,121641.34,"14132843",Uitlaat gemengde overstort
485907.940000002,120194.239999998,"14133541",(externe) Overstortput
491447.020000002,126105.210000001,"14133663",Uitlaat vuilwater nooduitlaat
491924.600000001,122891.280000001,"14133672",Uitlaat vuilwater nooduitlaat
489942.190000002,128549.100000002,"14133764",Uitlaat vuilwater nooduitlaat
483837.7,115198.199999999,"14133815",Uitlaat vuilwater nooduitlaat
484899.4,119519.600000001,"14133978",Uitlaat gemengde overstort
486753.629999998,121655.600000001,"14134077",Uitlaat gemengde overstort
489235.3,125056.0,"14134246",Interne Overstortput
486207.56,112995.399999999,"14134714",Uitlaat vuilwater nooduitlaat
486864.500000004,120202.600000002,"14134783",(externe) Overstortput
486373.300000001,121091.210000001,"14134816",Uitlaat gemengde overstort
482688.829999999,118770.449999999,"14134864",Uitlaat vuilwater nooduitlaat
484434.700000001,114230.100000001,"14135006",Uitlaat vuilwater nooduitlaat
484550.16,121504.850000001,"14135155",Overstort met signalering
488232.450300002,120078.084899999,"14135175",Uitlaat gemengde overstort
488522.550000002,126205.949999999,"14135184",Uitlaat vuilwater nooduitlaat
486571.500000001,120068.600000002,"14135193",Uitlaat gemengde overstort
486887.100000003,113746.699999999,"14135225",Uitlaat vuilwater nooduitlaat
489333.469999998,128478.32,"14135508",Uitlaat vuilwater nooduitlaat
489378.010000005,124164.440000001,"14135527",Uitlaat vuilwater nooduitlaat
484587.8387,121112.114799999,"14135697",Uitlaat gemengde overstort
484526.070000002,119002.629999999,"14135999",(externe) Overstortput
484121.404700002,118277.8675,"14136250",Uitlaat vuilwater nooduitlaat
489242.043499999,118108.716800001,"14136433",Interne Overstortput
480535.399999998,125841.600000001,"14136450",Uitlaat vuilwater nooduitlaat
478580.500000001,127356.800000001,"14136740",Uitlaat vuilwater nooduitlaat
483831.800000002,114802.5,"14136893",Uitlaat vuilwater nooduitlaat
492605.100000002,121747.960000001,"14136895",Uitlaat gemengde overstort
484797.230300003,124096.124200001,"14137017",(externe) Overstortput
483297.81,121998.350000001,"14137090",Uitlaat vuilwater nooduitlaat
479481.160000002,126137.989999998,"14137157",Interne Overstortput
485887.880000001,120163.559999999,"14137321",Interne Overstortput
486156.91,125990.149999999,"14137557",Uitlaat vuilwater nooduitlaat
485147.780000005,128144.539999999,"14137590",Overstort met signalering
489916.690000003,129110.719999999,"14137807",Uitlaat vuilwater nooduitlaat
487657.999999999,112560.399999998,"14137985",Uitlaat vuilwater nooduitlaat
478580.470000003,127368.059999999,"14137992",Uitlaat vuilwater nooduitlaat
488990.930000001,119287.899999999,"14138442",Uitlaat vuilwater nooduitlaat
491495.400000002,125936.390000001,"14138478",Uitlaat vuilwater nooduitlaat
486245.600000003,121946.829999998,"14138700",Overstort met signalering
487980.297700002,121426.189399999,"14139125",Uitlaat gemengde overstort
491566.386900002,118700.393100001,"14139185",(externe) Overstortput
488456.95,126273.48,"14139253",Uitlaat vuilwater nooduitlaat
492819.660000001,121236.390000001,"14139463",Overstort met signalering
486479.949999998,122563.870000001,"14139535",Uitlaat gemengde overstort
488039.210000002,121326.350000001,"14139783",Uitlaat gemengde overstort
